sentence,cluster_label,dim1,dim2
"For example, adding seawater to a boiling pot ""linked"" to a victim is said to cause the victim's belly to swell and ache in time with the tides.
",0,-5.79858,-1.4341187
"Joyce Carol Oates, writing about ""A Ship Made of Paper"" in The New Yorker, said: ""Like Cheever, Spencer has imagined for his... infatuated lover melodramatic crises that verge on the surreal; like John Updike, Spencer is a poet-celebrant of Eros, lyrically precise in his descriptions of lovers' fantasies, lovers' lovemaking, lovers' bodies..."" ""The Wall Street Journal"" has said: ""There are few novelists alive who use the English language as Scott Spencer does... Every ache of feeling, every failed effort at restraint, every attempt at self-deception is captured in precise, beautifully cadenced prose.""
",0,-4.684257,-0.80711436
"Hippolyta began to ache for something unknown.
",0,-4.464208,-0.85108095
"Those songs that speak of love without having within in their lines an ache or a sigh are not love songs at all but rather Hate Songs disguised as love songs, and are not to be trusted.
",0,-4.29958,-0.46238598
"This decrease in AChE blocks degradation of ACh causing ACh to increasingly stimulate the MEP of the muscle fiber.
",4,1.599788,8.369015
"Later, Madison annoys Sonia by pretending to have a stomachache ache.
",0,-4.1134715,-0.6440057
"Per the efforts of conquistador Martín de Goiti – who founded the City of Manila by uniting the dominions of Sulayman III of Namayan, Sabag, Rajah Ache ""Matanda"" of Maynila who was a vassal to the Sultan of Brunei, and Lakan Dula of Tondo who was a tributary to Ming Dynasty China – the Diocese of Manila was established on February 6, 1579, through the Papal bull ""Illius Fulti Præsidio"" by Pope Gregory XIII, encompassing all Spanish colonies in Asia as a suffragan of the Archdiocese of Mexico.
",1,4.600696,-2.73572
"However, the Rajah's ally in northern shores of Manila Bay, historically known as the young Bambalito of Macabebe, asked Rajah Soliman (Old Ache) to revoke his alliance with the Spaniards.
",1,4.2049127,-2.389283
"The path climbs steeply up the wooded slopes above a mountain stream, the ""Kurzer Grund Ache"", to the New Bamberg Hut (1,756 m) that perches on a hillside just above an Alpine meadow nestling amongst the surrounding peaks.
",1,4.7650414,-2.112645
"""Heart Ache/Dethroned"" adapted from CD liner notes.
",1,3.9314222,-2.86632
"The University of Saskatchewan newspaper, ""The Sheaf"", says that Ache has an ""inconsistency of genres"" and the label distances itself from using genres to describe its releases.
",1,4.085005,-1.5179521
"Among the most famous works created for radio, are Dylan Thomas's ""Under Milk Wood"" (1954), Samuel Beckett's ""All That Fall"" (1957), Harold Pinter's ""A Slight Ache"" (1959) and Robert Bolt's ""A Man for All Seasons"" (1954).
",1,4.8977847,-3.638999
"He had a stomach ache, possibly psychosomatic, at the thought of becoming Prime Minister, and also probably thought that he could wield more influence as Churchill's deputy.
",0,-5.3365974,-1.2695682
"The following year, Bally Ache won this race then ran second in the Derby but won the Preakness Stakes.
",1,3.9441023,-2.2755785
"She also added that ""Cry About It Later"" ""doesn't elicit any sort of emotional response,"" explaining that ""a true crying-in-the-club anthem revels in its devastation without being overtly explicit about it; the weight of the lyrics are meant to cause a pulsing ache in your chest as the production swells to a climax.""
",0,-6.0874286,-1.7521544
"Nevertheless, she mostly eschews the role of protest poet, opting instead to dramatize the intense vulnerability of individual human subjects in a verse style that is both delicate and tough-minded... One lives with Replansky’s poems instead of simply reading or hearing them, because they speak, with intensity and concision, to essential human concerns: the longing to belong and the concomitant ache of exclusion; rage against injustice; awareness of one’s own vulnerabilities, particularly those that come with aging; and the profound joy at experiencing true fellowship with others or communion with oneself.""
",0,-5.3075347,-0.8017134
"The victim will then feel the effects of the invasion of the insects through manifestations depending on the area of entry; hemorrhoids if through the anus, ear ache if through the ears and other similar cases.
",0,-5.1304693,-0.5590583
"He was declared missing on 8 August and found 13 days later in the Ötztaler Ache river.
",1,4.45207,-2.1516492
"Hardy's writing often explores what he called the ""ache of modernism"", a theme notable in ""Tess"", which as one critic noted, portrays ""the energy of traditional ways and the strength of the forces that are destroying them.""
",0,-4.4471583,-0.22804908
"For example, the erroneous change of the name of the valley to the name of the river could be explained because the state surveyor may have asked the name of the river and would have been told """"that is the große Ache.""""
",1,5.139682,-1.5101542
"Very common (>10% incidence) adverse effects include sleepiness, tiredness, headache, and stomach ache.
",0,-5.8323345,-1.1739105
"Some may also feel occasional sharp pains punctuating the ache.
",0,-4.7278314,-0.61425316
"However, what separated DeepPeep and other search engines is that DeepPeep uses the ACHE crawler, 'Hierarchical Form Identification', 'Context-Aware Form Clustering' and 'LabelEx' to locate, analyze, and organize web forms to allow easy access to users.
",3,1.403164,5.3488784
"The Tibetan folk opera known as ""(Ache) Lhamo"" ""(sister) goddess"", is a combination of dances, chants and songs.
",1,4.6489086,-2.090443
"More severe granulomas may result in throat ache or soreness, as well as pain that spreads to one or both ears.
",0,-5.791206,-0.94400126
"The most common side effects are infection, suppression of the bone marrow (decreasing numbers of leukocytes, erythrocytes, and thrombocytes), headache, hemorrhage (bleeding), pleural effusion (fluid around the lungs), dyspnea (difficulty breathing), diarrhea, vomiting, nausea (feeling sick), abdominal pain (belly ache), skin rash, musculoskeletal pain, tiredness, swelling in the legs and arms and in the face, fever.
",0,-6.32475,-1.0829525
"Many organophosphorus insecticides target the enzyme acetylcholinesterase (AChE); mutations in the acetylcholinesterase gene of ""B. dorsalis"" have been found to be associated to resistance to such insecticides.
",4,2.4600375,8.7957
"A Slight Ache is a tragicomic play written by Harold Pinter in 1958 and first published by Methuen in London in 1961.
",1,4.4779043,-2.9494061
"This conflict was enough to cause Ache to run away to his uncle, the Sultan of Brunei, in a bid to martial some military support as leverage against the Kingdom of Tondo.
",1,3.1149607,-2.7370732
"In the south, the Krimmler Ache Valley (""Krimmler Achental"") with its extended mountain pastures leads up to the Dreiherrnspitze peak at , part of the Venediger Group subrange in the High Tauern.
",1,6.4582496,-1.9072706
"A cholinergic crisis is an over-stimulation at a neuromuscular junction due to an excess of acetylcholine (ACh), as a result of the inactivity of the AChE enzyme, which normally breaks down acetylcholine.
",4,1.8771609,8.747138
"It is also a reference to the first three notes in the C major scale, ""Do-Re-Mi"", and the Italian word """", meaning ""to ache"".
",0,-4.238501,-0.22077028
"He also has composed songs for different film soundtracks such as ""Hridoyer Kotha"", ""Akash Chhoa Bhalobasa"", ""Chandragrohon"", ""I Love You"", ""Eito Prem"", ""Third Person Singular Number"", ""Amar Ache Jol"", and many others.
",1,4.252951,-3.2619388
"Intermittent claudication, also known as vascular claudication, is a symptom that describes muscle pain on mild exertion (ache, cramp, numbness or sense of fatigue), classically in the calf muscle, which occurs during exercise, such as walking, and is relieved by a short period of rest.
",0,-5.3231697,-0.1791508
"PumpHouse choice for their 2 week development season: Pip Hall for ""Ache.""
",1,3.5637538,-2.2547598
"Sometimes, it becomes a fairly constant dull ache.
",0,-4.9672294,-0.78560036
"These accounts describe how Ache, then serving as commander of naval forces for the Sultan of Brunei, was captured by the men Sebastian Elcano.
",1,3.0621364,-2.1640239
"An example of a herbal medicine derived from local flora, is a treatment for ear ache made out of a pandanus (pandanus tectorius) tree's root.
",0,-5.6871424,-0.65435946
"From the main Alpine ridge, the Fuscher Ache river winds, starting from the upper section of the Fusch valley - the Kafertal - by Ferleiten across the Fusch district until it flows into the Salzach at Bruck an der Großglocknerstraße.
",1,5.5943265,-1.8794938
"After binding to AChE or ChE soman also loses its phosphoryl group, leading to the formation of methylphosphonic acid (MPA).
",4,1.3397532,9.133358
"Current antidotes for OP poisoning consist of a pretreatment with carbamates to protect AChE from inhibition by OP compounds and post-exposure treatments with anti-cholinergic drugs.
",4,0.6857991,7.5153823
"The leaves of multiple plants were used in a variety of medicinal ways, an infusion of Water Chestnut (""Eleocharis dulcis"") leaves was used a healing agent, an infusion of Native Raspberry leaves was a stomach ache treatment, and chewing the leaves of the Grey Mangrove (Avicennia marina) relieved the pain of marine stingers.
",0,-5.813061,-0.4672343
"It stretches along the upper Gastein Valley following the course of the Gastein Ache creek, a right tributary of the Salzach river.
",1,4.7305074,-1.9025003
"It is also part of tonic drinks and infusions to expel intestinal parasites and treat asthma, arthritis, dysentery, stomach ache, malaria, and nervous diseases in folk medicine practiced in North and South America, China, and Turkey.
",0,-5.930648,-0.39996028
"The Leoganger Ache is a river of Salzburg, Austria, a left tributary of the Saalach.
",1,5.6400948,-1.7801601
"Elcano, however, was able to defeat Ache.
",1,2.1856015,-2.299957
"A serious but less common type affects the stomach and intestine, which usually presents with tummy ache, fever and a lump.
",0,-5.3441734,-0.29434866
"Ache and discomfort can possibly be felt more proximally in the forearm or even the upper arm.
",2,1.0209051,3.107614
"Dorothy Hill noted the blues sound of the album and the ""ache"" in James' voice.
",0,-4.1533184,-0.5646634
"Rare applications included stomach ache, depression, diarrhea, diminished appetite, pruritus, hemorrhage, Basedow syndrome and malaria.
",0,-4.87357,-0.7347222
"Like sarin, IDFP is an irreversible inhibitor for a number of different enzymes that normally serve to break down neurotransmitters, however the long alkyl chain of IDFP makes it dramatically weaker as an inhibitor of acetylcholinesterase (AChE), with an IC50 of only 6300 nM, while it is a potent inhibitor of two enzymes monoacylglycerol lipase (MAGL), the primary enzyme responsible for degrading the endocannabinoid 2-arachidonoylglycerol (2-AG), and fatty acid amide hydrolase (FAAH), the primary enzyme that degrades the other main endocannabinoid anandamide.
",4,2.5825255,9.941044
"The album's lead single is titled “Tummy Ache”.
",1,2.501159,-2.1729329
"Eliot's ""The Cocktail Party"" and ""The Confidential Clerk"" in 1950 and 1954; John Osborne's ""Epitaph for George Dillon"" in 1958 (and its Broadway transfer); Harold Pinter's ""A Slight Ache"" in 1961; and N. F. Simpson's ""One Way Pendulum"" in 1959 (and its 1964 film version).
",1,4.4569225,-3.630575
"Some historians suggest that Ache's decision to attack must have been influenced by a desire to expand his fleet even further as he made his way back to Lusong and Maynila, where he could use the size of his fleet as leverage against his cousin, the ruler of Tondo.
",1,4.192692,-2.9588408
"Some people drink it hot as a remedy for stomach ache.
",0,-5.757915,-1.0765802
"A 1996 study reported that ""recent genetic studies have in fact concluded that the Ache are physically and genetically dissimilar to most other South American Indians studied but they show no evidence of any European or African admixture.""
",1,4.4935327,-1.9658346
"A positive review by Jacques Doniol-Valcroze appeared in ""France-Observateur"" in November 1955 in which he wrote that everything about the film reminded him of an operetta: ""We smile, laugh, are astonished, smile again and feel our hearts ache [-] it would be a mistake to underestimate ""Les Grandes Manoeuvres"", as I understand some people have.""
",0,-5.2601676,-1.6373798
"He was adopted by his maternal grandfather, who had made a fortune through selling popular preparations, the most popular of which were ""Pectoral Lozenge from Balsam of Tolu"", for coughs and colds, and various tinctures for cleaning teeth and gums and curing tooth ache.
",0,-5.060279,-0.43273312
"From December 2007 to March 2008, he played Benedick in ""Much Ado About Nothing"" directed by Nicholas Hytner and from February to July 2008, he played Andrew Undershaft in Hytner's production of Shaw's ""Major Barbara""; he then appeared in Harold Pinter's ""A Slight Ache"" and ""Landscape"".
",1,5.2017317,-3.5581756
"In general AzM exposure can be better detected by AChE inhibition than CaE inhibition.
",4,1.1404463,8.214932
"What makes ACHE Crawler unique from other crawlers is that other crawlers are focused crawlers that gather Web pages that have specific properties or keywords.
",3,1.7367464,4.933962
"It is drained by the Zeller Ache towards the Mondsee.
",1,4.6008677,-2.2383263
"Mild to moderate adverse reactions, such as fever, fatigue, headache, muscle ache, and pain at the injection site were observed in all dose groups, but were common with increased dosage.
",0,-5.767151,-0.384587
"Its name likely derives from the CHamoru word ""puti"", meaning to hurt or ache.
",0,-4.2598114,-0.47894755
"Later in the year 2007, the same songs were again released in the album named ""Krishna Bina Ache Ke"", but under different titles.
",1,4.048667,-3.0226026
"In engineered mice, Soreq studies CholinomiR and CholinotRF responders to stress, epilepsy, inflammation and ischemic stroke; and found liver fattening, trait anxiety, blood pressure and inflammation under inherited interference with acetylcholinesterase (AChE)-targeting CholinomiRs.
",4,2.72516,9.717777
"From this confluence the Brixenbach is known as the Brixentaler Ache.
",1,6.327071,-1.8406097
"Organophosphorus compounds inhibit acetylcholinesterase by forming a covalent bond between the compound and the active site of AChE.
",4,1.5788203,8.368135
"But, having left the earth, the captain's soul did not cease to ache for the people fighting against the colonizers.
",0,-4.6613946,-1.1408393
"They also released a split single with Kid606 for Ache's DIV/ORCE 7″ series.
",1,2.4088852,-1.8999482
"Symptoms may include bilateral ptosis, diplopia, discomfort in the chest, general ache, weak feeling in limbs, ataxia, glossolysis, loss of voice, dysphagia, tunnel vision, and difficulty breathing.
",0,-5.7787833,-0.46768966
"Achen (; Lorraine Franconian: ""Ache"", ) is a commune in the Moselle department of the Grand Est administrative region in north-eastern France.
",1,5.4375863,-1.0114768
"Other entries of the era are considered among the team's finest work, including ""Uncivil Warriors"" (1935), ""A Pain in the Pullman"" and ""False Alarms"" (both 1936), ""Grips, Grunts and Groans"", ""The Sitter Downers"", ""Dizzy Doctors"" (all 1937), ""Tassels in the Air"" (1938), ""We Want Our Mummy"" (1939), ""Nutty but Nice"" (1940), and ""An Ache in Every Stake"" and ""In the Sweet Pie and Pie"" (both 1941).
",1,4.8515964,-2.563995
"After playing a short engagement in Yorkshire with Tate Wilkinson, who predicted his success, he was engaged to replace T. Knight at Covent Garden, where he was first seen, 21 September 1798, as Frank Oatland in Morton's ""A Cure for the Heart Ache"".
",1,2.105415,-2.7471137
"In Australia, it is irreverently known as ""Charlie Gutsache"" (guts ache, slang for stomach pain), or ""Charlie Swede"".
",0,-4.6355,-0.4041923
"A left tributary, the Leoganger Ache, empties into the Saalach from the west.
",1,4.2242317,-1.962412
"Phenserine serves as an acetylcholinesterase (AChE) inhibitor which selectively acts on the acetylcholinesterase enzyme.
",4,2.4846835,8.297601
"""An Ache in Every Stake"", ""A Bird in the Head"", ""Calling All Curs"", ""Cash and Carry"", ""Disorder in the Court"", ""Dizzy Detectives"", ""Dizzy Pilots"", ""Dopey Dicks"", ""Dutiful But Dumb"", ""The Ghost Talks"", ""Healthy, Wealthy, and Dumb"", ""Micro-Phonies"", ""No Census, No Feeling"", ""Pardon My Scotch"", ""A Plumbing We Will Go"", ""Pop Goes the Easel"", ""Punch Drunks"", ""Some More of Samoa"", ""Studio Stoops"", ""Tassels in the Air"", ""Three Little Beers"", ""Three Missing Links"", ""Three Sappy People"", ""Uncivil Warriors"", ""Violent is the Word for Curly"", and ""Woman Haters"".
",1,5.203952,-2.195182
"But this ""is"" pop, a music of ornery, glistening guile and honest ache, and it will feel good under your skin once you let it get there.""
",0,-3.8490088,-0.29668352
"The sense that I can't help you, see you, talk to you, touch you, hold you close & long, or do anything to make you rest on me, & feel my deep participation – this torments me, dearest boy, makes me ache for you, & for myself; makes me gnash my teeth & groan at the bitterness of things.
",0,-4.421514,-1.456081
"AChE is critical for nerve function, so the inhibition of this enzyme, which causes acetylcholine accumulation, results in muscle overstimulation.
",4,1.0678079,6.724693
"She continued with the ""gorgeous ache"" of ""Walk Away"".
",0,-3.6481159,0.07794154
"Magellan expedition member Rodrigo de Aganduru Moriz's account of the events of 1521 specifically describes how the Magellan expedition, then under the command of Sebastian Elcano after the death of Magellan, captured of one of the ""Luções"": Prince Ache, who would later be known as Rajah Matanda, who was then serving as a commander of the Naval forces of Brunei.
",1,4.2633095,-2.3463979
"The Sölllandl includes the watersheds near Söll between the rivers Inn and Großache on one side and part of the Kitzbühler Ache on the other.
",1,5.528537,-2.1716566
"The latex has been used topically to treat calluses, ear ache, insect stings, ringworm, skin cancer, toothache, umbilical hernias, and warts.
",0,-5.6685257,-0.37536523
"Occasionally the pain may be a constant dull ache.
",0,-5.208834,-1.1720743
"As mentioned, it was used to ease menstrual pain, stomach ache or cure digestion problems of children by anointing it around navel and lower abdomen.
",0,-6.0969267,-0.6630696
"VX blocks the action of AChE, resulting in an accumulation of acetylcholine in the space between the neuron and muscle cell.
",4,1.5546569,8.594433
"When Nolbu heard about it, his simsulbo (""a bag of perverseness"") began to ache.
",0,-5.065095,-1.2300024
"Some of the molecules within this class are known inhibitors of acetylcholinesterase (AChE).
",4,2.136715,8.456115
"Roppen is a municipality in the Imst district and is located 5 km southeast of Imst between the mouths of the Pitze River and the Ötztaler Ache.
",1,4.713906,-2.031176
"The second single released was ""Teardrop"" (backed with the exclusive instrumental B-side ""Four Forks Ache""), and the third single was another split--""Killing for Love"" in the UK, and ""Down the Line"" in Sweden.
",1,3.967973,-3.5600133
"The Brixentaler Ache rises as the Brixenbach in the territory of Brixen im Thale and flows westwards through the Brixental, a southeastern valley of the Lower Inn Valley.
",1,6.315013,-2.016713
"It was released in August 1981 as the second single from the album ""Seven Year Ache"".
",1,4.867331,-3.964214
"She has also contributed to ""Joanie4Jackie"", a film anthology project run by Miranda July, which featured Hammer's film ""Empire of Ache"" starring Dame Darcy.
",1,5.5264072,-3.1755373
"Due to both AChE and BuChE being the main targets of organophosphates, their measurement is widely used as an indication of an exposure to an OP.
",4,1.6569301,8.755329
"Willits, as a solo artist or in collaboration, has released music on the following record labels: 12k (USA), Ghostly International (USA), Fällt(Ireland), Sub Rosa (Belgium), Ache Records (Canada), Yacca (Japan) and Plop (Japan).
",1,4.1615834,-2.255779
"""Tondraha Noyono Amar"", ""Ektara Tui Desher Kotha"", ""Ekbar Jete Dena"", ""Ek Nodi Rokto Periye"", ""Sagorer Teer Theke"", ""Akasher hate ache ekrash nil"" and ""Chokher nozor emni koira ekdin khoiya jabe"".
",0,-2.3328953,-0.3234208
"Readers were told they would ""laugh 'till your sides ache'"".
",0,-5.265342,-1.8545573
"Keymon Ache was the first Indian non-mythological animated show that was produced completely locally.
",1,3.8436532,-2.8781257
"The little that is known for certain by scholars comes from the account given by his son ""Prince"" Ache to Sebastian Elcano and the other surviving members of the Magellan expedition in 1521.
",1,3.4931154,-2.4040363
"The horse did not run in the Kentucky Derby but in the Preakness Stakes finished a disappointing 6th behind winner Bally Ache.
",1,3.8080957,-2.3144588
"The band made its full-length debut on Candlelight in 2009 with ""A Glorified Piece of Blue-Sky"", following up in 2011 with ""An Ache for the Distance"", which was released on Profound Lore.
",1,4.94673,-3.3048506
"Clayton Walnum wrote in ""STart"", ""As you struggle to destroy the attacking aliens and blast the ground targets, you'll begin to understand what people mean by the term 'control pad ache'.
",0,-3.9474623,0.26785743
"Dummy Ache is a 1936 American short comedy film directed by Leslie Goodwins.
",1,5.0608063,-2.6719062
"The ACHE Crawler is used to gather links and utilizes a learning strategy that increases the collection rate of links as these crawlers continue to search.
",3,1.495462,5.05374
"""Re:ache"" contained three new songs, with four songs in total, the fourth being a live rendition of ""Red"".
",0,-1.7133614,0.051140506
"Oximes remove the phosphoryl group bound to the active site of the AChE by binding to it.
",4,1.0361469,7.663065
"The long Kelchsauer Ache drains the entire Kelchsau area.
",1,4.2904854,-1.8252729
"Scott and Luis Camara Dery assert that this commander of the Bruneian Fleet was actually the young prince Ache of Maynila, a grandson of the Bruneian sultan who would later become Maynila's Rajah Matanda.
",1,4.086727,-1.9208977
"Kyle Smith of the ""New York Post"", while commenting on the film's gimmicky title and plot similarities to the 2010s drama film ""Rabbit Hole"", found the film elegant and wrote that Benson makes it ""ache and shimmer like a sublime concerto.""
",0,-4.470598,-0.97882456
"In the 1960 Kentucky Derby- the ""drugstore Derby""- Venetian Way beat Bally Ache.
",1,4.1816616,-2.9096696
"Lecter replies: ""Yes, I believe he could ... but would she see through the bars of his plight and ache for ""him""?""
",0,-4.479334,-1.1867003
"Except at its outlet, the Königsseer Ache at the village of Königssee, the lake is similar to a fjord, being surrounded by the steeply-rising flanks of mountains up to , including the Watzmann massif in the west.
",1,4.939043,-1.9958028
"Good for gut's ache!"").
",0,-4.5054526,-0.34930786
"A young woman, Alice (""Selma Blair""), goes to the gynecologist with a mysterious ache inside her.
",0,-4.628156,-0.24557881
"I ache for him sometimes, but I think I would be forever kicking myself if I hadn't come back to work.
",0,-4.5151987,-1.4557719
"Ache was eventually released, supposedly after the payment of a large ransom.
",2,1.8016992,1.5942898
"This mix was serviced in two forms; one (""Pop Mix Main"") and the other (""Alt Pop Mix"") replaced the lyrics ""Happy hours, golden showers"" with ""Happy lovers, ache for hours"" and ""Unexpected, unprotected, damn the consequences"" with ""Unprotected, unexpected, fear the consequences"" for radio play.
",0,-3.9759336,0.020208951
"This conversion process makes the molecule much more efficient in binding with AChE.
",4,1.0390278,7.559634
"In the 1980s, she had a string of genre-crossing singles that entered both the country and pop charts, the most commercially successful being her 1981 breakthrough hit ""Seven Year Ache"", which topped the U.S. country singles chart and reached the Top 30 on the U.S. pop chart.
",1,5.0320783,-3.9571002
"In 2010, he had a severe stomach ache which was mistaken as that disease.
",0,-5.03347,-1.0763074
"AChE is a serine hydrolase with a reported catalytic constant > 10,000/s.
",4,1.1269696,7.17324
"Its oil is used for curing ear ache and eye diseases.
",0,-5.4573507,-0.6268422
"Lyrically, it tackles themes of ""missed connections, the tension between the inner and outer self, the lonely ache of watching things end.""
",0,-5.388065,-1.7392402
"On ""Night Garden"", Edward Hirsch said, “Judith Harris creates tableaux of memory and shines a keen light on the particulars of the natural world in these poignant, carefully observed, and scrupulously written poems that ache with mortality.
",0,-4.764816,-1.4476728
"""Plays"" was a full length put out by Ache Records in 2007, which was made to ""showcase experience as a guitarist, songwriter, and lyricist"".
",1,3.8471668,-2.0156097
"Smoking, became a habit for the Empress, she began with cigarettes and eventually opium, although initially it was for severe stomach ache as well as headaches.
",0,-5.58852,-0.73065406
"These limbs can itch, ache, burn, feel tense, dry or wet, locked in or trapped or they can feel as if they are moving.
",0,-5.491655,-1.5968513
"Aganduru Moriz recounts that in 1521, Ache was in command of the Bruneian fleet when they chanced upon what remained of the Magellan expedition, under the command of Sebastian Elcano, somewhere off the southeastern tip of Borneo.
",1,3.8892474,-2.2877753
"Mar 1988: ""A Slight Ache"" by Harold Pinter + ""The Two Executioners"" by Fernando Arrabal + ""Catastrophe"" by Samuel Beckett, directed by Eric Sackheim (three one-act staged readings)
",1,5.0659695,-2.9672103
"Jennifer has a terrible stomach ache, but she does not let her bad health get in the way with her performance.
",0,-5.5000944,-1.6086452
"She is older and does not want any more heart ache now.""
",0,-4.5046864,-0.78860515
"The flowers and leaves are used to make a tea for stomach ache, biliousness, urethritis, cystitis, and inflammation.
",0,-5.608312,-0.6097372
"Later, at her party, everyone shows up but Frank, who has a stomach ache.
",0,-5.3466115,-1.688966
"She is the sister of Judy Estrin, and a wife to Ache Stokelman.
",1,2.3009477,-1.4930816
"The way has of making her voice merge into indistinguishability with the surging instrumentation in the chorus, the way she sings the title phrase with an ache in her voice, that's at once urgent and playful.""
",0,-4.07175,-0.12982291
"Common side effects include pain or swelling where the shot was given, mild fever, headache, tiredness, nausea, vomiting, diarrhea, and stomach ache.
",0,-5.990186,-1.106039
"Additional details about Raja Matanda are sometimes derived from genealogical accounts which mention him, but these focus on Ache's genealogy, and so do not provide details about specific events.
",1,3.117963,-2.490695
"""NME"" was similar in its assessment, saying ""whereas ""Grievances"" was so bleak you could feel the dull ache of its bruises, ""Time Will Die""’s increased use of light and space ensures it stands alone in an arsenal of already exceptional records.""
",0,-5.5873947,-1.5458689
"The ""Friendship"" incident thus afforded the Dutch a reason to take over Ache; and Jackson, to dispatch diplomatist Edmund Roberts, who in 1833 secured the Roberts Treaty with Siam.
",1,3.2860985,-2.6405764
